0.200028,-0.900073,0.749054
0.20007,-0.799956,0.749032
0.200024,-0.700086,0.749012
0.200005,-0.599917,0.749022
0.200001,-0.499928,0.748996
0.200068,-0.600007,0.849012
0.199981,-0.699945,0.848922
0.199958,-0.800064,0.849001
0.200064,-0.900025,0.84899
0.199977,-0.900025,0.948922
0.200037,-0.79996,0.949027
0.199906,-0.700004,0.94902
0.200024,-0.599994,0.949055
0.199977,-0.499928,1.04897
0.200085,-0.599954,1.049
0.200023,-0.700083,1.04899
0.200074,-0.799997,1.04905
0.200041,-0.899947,1.04904
0.200068,-0.900005,1.149
0.200034,-0.799973,1.14897
0.200014,-0.69994,1.14902
0.199992,-0.600023,1.14894
0.200003,-0.500035,1.14902
0.20002,-0.300007,1.24899
0.199996,-0.399971,1.24893
0.200051,-0.499984,1.24903
0.200004,-0.599996,1.24891
0.200042,-0.699979,1.24903
0.199955,-0.799951,1.24897
0.200087,-0.699956,1.34901
0.200051,-0.600006,1.34901
0.199993,-0.500041,1.34909
0.30003,-0.600026,1.34895
0.299922,-0.499972,1.34901
0.300067,-0.39997,1.34898
0.300067,7.02674e-05,1.34899
0.299989,-0.200074,1.24894
0.299953,-0.300074,1.24898
0.299949,-0.39994,1.249
0.300044,-0.500007,1.24891
0.300045,-0.600086,1.249
0.29996,-0.70005,1.24902
0.300044,-0.800003,1.24897
0.300074,-0.799952,1.14898
0.30009,-0.70001,1.14902
0.29994,-0.599961,1.14898
0.300028,-0.500085,1.14904
0.299959,-0.400031,1.14896
0.300064,-0.299974,1.14905
0.300036,-0.200039,1.14899
0.299997,-0.100058,1.14893
0.300014,-5.95664e-05,1.14899
0.300064,-0.399928,1.04901
0.299956,-0.500005,1.04896
0.300032,-0.599934,1.04894
0.300082,-0.699985,1.04897
0.300018,-0.799995,1.04901
0.30007,-0.900033,1.04904
0.299993,-0.899991,0.949011
0.299943,-0.800074,0.948993
0.299994,-0.700075,0.949047
0.300055,-0.600067,0.94904
0.300039,-0.49995,0.949056
0.299931,-0.500014,0.849058
0.30003,-0.599952,0.849035
0.30001,-0.699947,0.84895
0.300045,-0.800079,0.848958
0.300048,-0.900001,0.849037
0.300018,-0.899983,0.749089
0.300048,-0.799945,0.748984
0.29998,-0.699933,0.748997
0.299947,-0.599936,0.748949
0.299988,-0.499936,0.749008
0.300025,-0.40005,0.749033
0.299931,2.71286e-05,0.748979
0.400087,-0.200011,0.849025
0.399958,-0.300044,0.848942
0.400023,-0.399976,0.849065
0.400052,-0.500001,0.848973
0.399977,-0.599983,0.848928
0.400052,-0.699995,0.848997
0.399903,-0.800004,0.84901
0.400035,-0.800045,0.948938
0.40003,-0.700082,0.948977
0.399955,-0.60004,0.949048
0.399933,-0.499959,0.948956
0.400042,-0.400034,0.949029
0.399942,-0.300066,0.94899
0.399962,-0.199933,0.948973
0.399969,-0.100045,0.948944
0.399934,-2.21645e-05,0.94905
0.400006,-0.20004,1.04901
0.400023,-0.299924,1.049
0.400023,-0.40003,1.04892
0.400007,-0.499989,1.0489
0.399939,-0.599989,1.049
0.399973,-0.699995,1.04905
0.399925,-0.79996,1.04905
0.400057,-0.800057,1.14898
0.400067,-0.700041,1.14898
0.399976,-0.599948,1.14906
0.400055,-0.499943,1.14898
0.399992,-0.400069,1.14902
0.400054,-0.300039,1.14904
0.400087,-0.199997,1.14899
0.399972,-0.0999831,1.14907
0.400023,4.04949e-05,1.14897
0.399962,-0.199946,1.24903
0.40009,-0.300017,1.249
0.399943,-0.399934,1.24898
0.400078,-0.49999,1.24894
0.400008,-0.599913,1.24898
0.400022,-0.699966,1.24893
0.399932,-0.499959,1.34901
0.399986,-0.400063,1.34907
0.399962,-0.30006,1.34894
0.400048,-0.20001,1.34904
0.400084,-0.100038,1.349
0.400061,-5.91193e-05,1.34902
0.500056,-0.300041,1.34903
0.500064,-0.200021,1.349
0.50008,-0.0999593,1.34901
0.499958,5.66776e-05,1.34901
0.499962,-0.200068,1.24901
0.499973,-0.29998,1.24895
0.500076,-0.39995,1.24904
0.500006,-0.500057,1.24907
0.499968,-0.599942,1.24907
0.500041,-0.699982,1.14898
0.5,-0.600064,1.14907
0.500054,-0.499988,1.14904
0.499929,-0.400002,1.14894
0.499979,-0.299968,1.14907
0.499974,-0.199967,1.14903
0.500086,-0.0999779,1.14896
0.499996,6.85836e-05,1.14896
0.499975,-0.200011,1.04901
0.499929,-0.299981,1.04896
0.499969,-0.399953,1.04899
0.499994,-0.499961,1.04907
0.500012,-0.599997,1.04896
0.500085,-0.699996,1.04899
0.500009,-0.700059,0.949034
0.499941,-0.599968,0.94904
0.499972,-0.500065,0.948987
0.500047,-0.400002,0.948985
0.499936,-0.29996,0.948994
0.500028,-0.19996,0.948967
0.50003,-0.100026,0.949052
0.499916,7.98225e-07,0.94897
0.499979,-0.200075,0.849055
0.499959,-0.299994,0.849067
0.500005,-0.400035,0.848929
0.500078,-0.499949,0.849031
0.500013,-0.599981,0.848998
0.500089,-0.70004,0.848992
0.499909,-0.700003,0.749016
0.499925,-0.600032,0.749003
0.499984,-0.499946,0.749036
0.499974,-0.400007,0.749093
0.500055,-0.300013,0.749013
0.500035,-0.200027,0.749053
0.599996,-0.199966,0.848993
0.599985,-0.300046,0.849065
0.600014,-0.400039,0.849085
0.600087,-0.500039,0.848984
0.599935,-0.599998,0.848993
0.600079,-0.599983,0.94895
0.600002,-0.49993,0.948935
0.60003,-0.400077,0.948976
0.600094,-0.30003,0.948993
0.60009,-0.20001,0.948964
0.599979,-0.0999365,0.949028
0.600042,3.13771e-06,0.948998
0.599978,-0.19997,1.049
0.600019,-0.30004,1.04909
0.600037,-0.399932,1.04897
0.600062,-0.499979,1.04897
0.600033,-0.600019,1.04902
0.599955,-0.600009,1.14895
0.600065,-0.500032,1.14905
0.599942,-0.400059,1.14899
0.599984,-0.299999,1.14901
0.599948,-0.200016,1.14892
0.599974,-0.10007,1.14902
0.599969,-8.85342e-05,1.14897
0.59998,-0.199935,1.24901
0.599948,-0.299937,1.24895
0.60004,-0.400037,1.249
0.599967,-0.499947,1.24903
0.699945,-0.299954,1.14906
0.699978,-0.199951,1.14907
0.700024,-0.100091,1.14903
0.699921,-1.27469e-05,1.14895
0.699991,-0.199957,1.04901
0.699933,-0.300043,1.04899
0.699974,-0.400075,1.04904
0.699999,-0.500065,0.94903
0.699995,-0.399953,0.949015
0.699929,-0.299958,0.949029
0.699947,-0.200024,0.949032
0.699967,-0.100036,0.948913
0.699973,1.4999e-05,0.948988
0.699977,-0.199932,0.848988
0.699971,-0.299951,0.849027
0.69996,-0.399981,0.849
0.699977,-0.500082,0.848971
0.699941,-0.400026,0.748976
0.700045,-0.299959,0.749011
0.699967,-0.199987,0.749087
0.699969,-0.0999765,0.748948
