345.81,6.1550879,157.23,0.23999999,-0.01530151,0.029999999,55.862125,-3.1532881,153.77,-0.059999999,-0.28999999,0.0099999998,11.685,0.41999999,0.94999999,99748.164,1427465878.91251
345.81,5.943202,157.50999,0.31,0.63963854,0.029999999,55.862125,-3.1532881,153.77,-0.059999999,-0.28999999,0.0099999998,11.688,0.43000001,0.94999999,99742.594,1427465879.1125
345.10999,5.6847377,157.60001,0.11,0.04178698,0.18000001,55.862122,-3.1532907,153.89999,-0.11,-0.029999999,0.14,11.688,0.43000001,0.94999999,99742.594,1427465879.31255
345.10999,5.6847377,157.60001,0.11,0.04178698,0.18000001,55.862122,-3.1532907,153.89999,-0.11,-0.029999999,0.14,11.688,0.43000001,0.94999999,99742.594,1427465879.51251
345.10999,5.4921641,157.53999,0.19,0.079516664,0.23,55.862122,-3.1532907,153.89999,-0.11,-0.029999999,0.14,11.644,1.23,0.94999999,99745.664,1427465879.7125
342.70999,5.508316,157.11,0.099999994,-1.2927725,0.36000001,55.862122,-3.1532922,153.98,-0.090000004,0.0099999998,0.079999998,11.644,1.23,0.94999999,99745.664,1427465879.9125
342.70999,5.9118543,156.98,0.14999999,-1.325516,0.38,55.862122,-3.1532922,153.98,-0.090000004,0.0099999998,0.079999998,11.463,3.3699999,0.94999999,99755.594,1427465880.1125
342.70999,5.9118543,156.98,0.14999999,-1.325516,0.38,55.862122,-3.1532922,153.98,-0.090000004,0.0099999998,0.079999998,11.463,3.3699999,0.94999999,99755.594,1427465880.31255
343.70999,5.5986233,156.59,0.37,-1.1560028,0.38,55.862118,-3.1532915,153.96001,-0.36000001,0.079999998,0,11.463,3.3699999,0.94999999,99755.594,1427465880.51252
346.78,5.19873,156.59,0.22,-0.44530389,0.50999999,55.862118,-3.1532903,154.00999,-0.20999999,-0.039999999,0.079999998,11.328,5.25,0.94999999,99760.992,1427465880.71252
346.78,5.0314751,156.45,0.22,-0.62377763,0.75,55.862118,-3.1532903,154.00999,-0.20999999,-0.039999999,0.079999998,11.328,5.25,0.94999999,99760.992,1427465880.91254
339.64001,7.6223812,156.28999,4.54,-1.17506,0.75,55.862114,-3.1532915,153.92,-0.94,-0.28,0.0099999998,11.328,5.25,0.94999999,99760.992,1427465881.11253
339.64001,7.6223812,156.28999,4.54,-1.17506,0.75,55.862114,-3.1532915,153.92,-0.94,-0.28,0.0099999998,10.855,13.01,0.94999999,99755.664,1427465881.31255
338.89001,7.6223812,156.28999,4.54,-1.17506,0.75,55.862103,-3.1533003,154.2,-4.1700001,-1.77,2.53,10.855,13.01,0.94999999,99755.664,1427465881.51254
331.07001,10.516421,157.11,5.46,2.0713801,0.75,55.862083,-3.1533139,155.27,-4.96,-2.25,2.3599999,10.855,13.01,0.94999999,99755.664,1427465881.71253
331.07001,10.516421,157.11,5.46,2.0713801,0.75,55.862083,-3.1533139,155.27,-4.96,-2.25,2.3599999,10.855,13.01,0.94999999,99755.664,1427465881.91251
331.07001,10.516421,157.11,5.46,2.0713801,0.75,55.862083,-3.1533139,155.27,-4.96,-2.25,2.3599999,10.825,12.92,0.94,99741.828,1427465882.11252
342.5,11.700873,157.83,5.4699998,2.2530932,0.75,55.862064,-3.1533267,156.21001,-5.04,-2.1099999,2.6600001,10.825,12.92,0.94,99741.828,1427465882.31252
342.5,12.729512,158.44,6.1299996,2.0267396,0.75,55.862064,-3.1533267,156.21001,-5.04,-2.1099999,2.6600001,10.795,12.9,0.94,99732.156,1427465882.51252
342.5,12.729512,158.44,6.1299996,2.0267396,0.75,55.862064,-3.1533267,156.21001,-5.04,-2.1099999,2.6600001,10.795,12.9,0.94,99732.156,1427465882.71252
343.04001,12.729512,158.44,6.1299996,2.0267396,0.75,55.862041,-3.1533408,157.14999,-5.3299999,-2.6199999,2.0599999,10.795,12.9,0.94,99732.156,1427465882.91253
343.04001,13.449119,159.50999,6.0099998,2.2324672,0.75,55.862041,-3.1533408,157.14999,-5.3299999,-2.6199999,2.0599999,10.795,12.9,0.94,99732.156,1427465883.11252
342.70999,13.623053,159.98,6.3499999,1.2370135,0.75,55.862026,-3.1533611,157.95,-4.9400001,-3.4100001,1.5,10.767,12.85,0.94,99716.195,1427465883.31252
335.10999,13.720633,160.13,6.3499999,1.9390768,0.75,55.862015,-3.1533718,158.71001,-5.4400001,-3.1099999,1.99,10.767,12.85,0.94,99716.195,1427465883.51255
335.10999,13.879654,160.5,6.2599998,1.810293,0.75,55.862015,-3.1533718,158.71001,-5.4400001,-3.1099999,1.99,10.767,12.85,0.94,99716.195,1427465883.71252
335.10999,14.066952,160.64,6.4899998,1.4629552,0.75,55.862015,-3.1533718,158.71001,-5.4400001,-3.1099999,1.99,10.752,12.64,0.94,99705.195,1427465883.9125
337.48999,14.474926,161.83,6.6399999,3.8183012,0.75,55.861996,-3.1533904,159.86,-5.5799999,-2.6600001,3.24,10.752,12.64,0.94,99705.195,1427465884.11253
342.56,14.656343,162.07001,6.6399999,3.5890732,0.75,55.861973,-3.1534078,161.2,-5.6399999,-2.78,4.1700001,10.752,12.64,0.94,99705.195,1427465884.31253
342.56,14.851974,162.73,6.29,2.7163947,0.75,55.861973,-3.1534078,161.2,-5.6399999,-2.78,4.1700001,10.74,12.69,0.94,99681.484,1427465884.51252
340.94,15.364065,164.11,5.7599998,4.5876627,0.75,55.861954,-3.1534269,162.69,-4.9400001,-2.96,4.4200001,10.74,12.69,0.94,99681.484,1427465884.71252
340.94,15.21692,164.85001,5.1500001,4.4334903,0.75,55.861954,-3.1534269,162.69,-4.9400001,-2.96,4.4200001,10.753,12.52,0.93000001,99655.195,1427465884.91252
340.94,15.21692,164.85001,5.1500001,4.4334903,0.75,55.861954,-3.1534269,162.69,-4.9400001,-2.96,4.4200001,10.753,12.52,0.93000001,99655.195,1427465885.11253
336.67999,15.039243,165.27,5.1500001,3.76896,0.75,55.861938,-3.1534464,163.49001,-4.0799999,-3.1300001,3.3599999,10.753,12.52,0.93000001,99655.195,1427465885.31255
327.29999,14.360086,167.07001,5.3699999,4.7799454,0.75,55.861923,-3.1534665,165.05,-4.4099998,-3.0699999,4.6300001,10.706,12.59,0.93000001,99627.164,1427465885.51255
327.29999,14.135736,167.50999,5.1300001,4.836556,0.75,55.861923,-3.1534665,165.05,-4.4099998,-3.0699999,4.6300001,10.706,12.59,0.93000001,99627.164,1427465885.71252
336.23001,14.302352,169.64999,5.52,3.7661843,0.75,55.861908,-3.1534798,166.89,-4.4200001,-1.9,4.6199999,10.706,12.59,0.93000001,99627.164,1427465885.9125
336.23001,14.362469,170.42,5.46,2.7985842,0.75,55.861908,-3.1534798,166.89,-4.4200001,-1.9,4.6199999,10.686,12.63,0.93000001,99601.492,1427465886.11253
