-3.15344,55.8616,1.5,-nan,-nan,0
-3.15344,55.8617,1.5,-nan,-nan,0
-3.15344,55.8618,1.5,-nan,-nan,0
-3.15344,55.8619,1.5,1.8002e-10,1,0
-3.15344,55.862,1.5,1.85385e-07,1,0
-3.15344,55.8621,1.5,4.73866e-08,1,0
-3.15344,55.8622,1.5,1.15858e-08,1,0
-3.15344,55.8623,1.5,2.97779e-09,1,0
-3.15334,55.8624,1.5,1.8122e-07,1,0
-3.15334,55.8617,1.5,1.91611e-07,1,0
-3.15334,55.8618,1.5,3.50999e-11,1,0
-3.15334,55.8619,1.5,1.15695e-11,1,0
-3.15334,55.862,1.5,2.94528e-09,1,0
-3.15334,55.8621,1.5,0.418977,-0.907997,0
-3.15334,55.8622,1.5,0.267935,-0.963437,0
-3.15334,55.8623,1.5,4.68695e-08,1,0
-3.15324,55.8624,1.5,1.15858e-08,1,0
-3.15324,55.8617,1.5,7.19031e-13,1,0
-3.15324,55.8618,1.5,2.87772e-09,1,0
-3.15324,55.8619,1.5,2.93268e-06,1,0
-3.15324,55.862,1.5,2.87772e-09,1,0
-3.15324,55.8621,1.5,0.23794,-0.97128,0
-3.15324,55.8622,1.5,3.51019e-11,1,0
-3.15324,55.8623,1.5,4.42471e-11,1,0
-3.15314,55.8624,1.5,1.85385e-07,1,0
-3.15314,55.8617,1.5,4.70319e-11,1,0
-3.15314,55.8618,1.5,4.73866e-08,1,0
-3.15314,55.8619,1.5,1.52267e-34,1,0
-3.15314,55.862,1.5,4.73866e-08,1,0
-3.15314,55.8621,1.5,0.314075,-0.949398,0
-3.15314,55.8622,1.5,0.203713,-0.979031,0
-3.15314,55.8623,1.5,7.19077e-13,1,0
-3.15304,55.8624,1.5,2.87772e-09,1,0
-3.15304,55.8617,1.5,-nan,-nan,0
-3.15304,55.8618,1.5,1.15858e-08,1,0
-3.15304,55.8619,1.5,1.15695e-11,1,0
-3.15304,55.862,1.5,1.8408e-10,1,0
-3.15304,55.8621,1.5,4.73866e-08,1,0
-3.15304,55.8622,1.5,0.345031,-0.938591,0
-3.15304,55.8623,1.5,1.85385e-07,1,0
-3.15294,55.8624,1.5,1.15858e-08,1,0
-3.15294,55.8617,1.5,4.68695e-08,1,0
-3.15294,55.8618,1.5,1.80028e-10,1,0
-3.15294,55.8619,1.5,1.85385e-07,1,0
-3.15294,55.862,1.5,7.15155e-13,1,0
-3.15294,55.8621,1.5,3.51039e-11,1,0
-3.15294,55.8622,1.5,4.58282e-08,1,0
-3.15294,55.8623,1.5,1.8408e-10,1,0
-3.15284,55.8624,1.5,4.68695e-08,1,0
-3.15284,55.8617,1.5,-nan,-nan,0
-3.15284,55.8618,1.5,-nan,-nan,0
-3.15284,55.8619,1.5,-nan,-nan,0
-3.15284,55.862,1.5,-nan,-nan,0
-3.15284,55.8621,1.5,-nan,-nan,0
-3.15284,55.8622,1.5,-nan,-nan,0
-3.15284,55.8623,1.5,-nan,-nan,0
