62.9993, 2034.69, 11.5891, 0
133.084, 2034.67, 11.589, 0
203.167, 2034.65, 11.5888, 0
273.249, 2034.63, 11.5887, 0
343.33, 2034.61, 11.5885, 0
413.41, 2034.59, 11.5884, 0
483.489, 2034.57, 11.5883, 0
553.567, 2034.55, 11.5881, 0
623.644, 2034.54, 11.588, 0
693.719, 2034.52, 11.5879, 0
763.794, 2034.5, 11.5877, 0
833.867, 2034.48, 11.5876, 0
903.939, 2034.46, 11.5874, 0
974.01, 2034.44, 11.5873, 0
1044.08, 2034.42, 11.5872, 0
1114.15, 2034.4, 11.587, 0
1184.22, 2034.38, 11.5869, 0
1254.28, 2034.36, 11.5867, 0
1324.35, 2034.34, 11.5866, 0
1394.41, 2034.32, 11.5865, 0
1464.48, 2034.3, 11.5863, 0
1534.54, 2034.29, 11.5862, 0
1604.6, 2034.27, 11.586, 0
1674.66, 2034.25, 11.5859, 0
1744.72, 2034.23, 11.5858, 0
1814.78, 2034.21, 11.5857, 0
1884.83, 2034.19, 11.5855, 0
1954.89, 2034.17, 11.5854, 0
2024.94, 2034.15, 11.5852, 0
27.9559, 2014.47, 11.5891, 0
98.0408, 2014.45, 11.589, 0
168.125, 2014.43, 11.5889, 0
238.207, 2014.41, 11.5887, 0
308.289, 2014.39, 11.5886, 0
378.369, 2014.37, 11.5884, 0
448.449, 2014.36, 11.5883, 0
518.527, 2014.34, 11.5882, 0
588.604, 2014.32, 11.588, 0
658.68, 2014.3, 11.5879, 0
728.755, 2014.28, 11.5878, 0
798.828, 2014.26, 11.5876, 0
868.901, 2014.24, 11.5875, 0
938.973, 2014.22, 11.5873, 0
1009.04, 2014.2, 11.5872, 0
1079.11, 2014.18, 11.5871, 0
1149.18, 2014.16, 11.5869, 0
1219.25, 2014.15, 11.5868, 0
1289.31, 2014.13, 11.5866, 0
1359.38, 2014.11, 11.5865, 0
1429.44, 2014.09, 11.5864, 0
1499.5, 2014.07, 11.5862, 0
1569.57, 2014.05, 11.5861, 0
1639.63, 2014.03, 11.5859, 0
1709.69, 2014.01, 11.5858, 0
1779.74, 2013.99, 11.5857, 0
1849.8, 2013.97, 11.5855, 0
1919.86, 2013.95, 11.5854, 0
1989.91, 2013.94, 11.5852, 0
62.9976, 1994.23, 11.589, 0
133.082, 1994.21, 11.5889, 0
203.165, 1994.19, 11.5888, 0
273.247, 1994.18, 11.5886, 0
343.328, 1994.16, 11.5885, 0
413.408, 1994.14, 11.5883, 0
483.486, 1994.12, 11.5882, 0
553.564, 1994.1, 11.5881, 0
623.64, 1994.08, 11.5879, 0
693.716, 1994.06, 11.5878, 0
763.79, 1994.04, 11.5877, 0
833.863, 1994.02, 11.5875, 0
903.935, 1994, 11.5874, 0
974.006, 1993.99, 11.5872, 0
1044.08, 1993.97, 11.5871, 0
1114.14, 1993.95, 11.587, 0
1184.21, 1993.93, 11.5868, 0
1254.28, 1993.91, 11.5867, 0
1324.34, 1993.89, 11.5865, 0
1394.41, 1993.87, 11.5864, 0
1464.47, 1993.85, 11.5863, 0
1534.53, 1993.83, 11.5861, 0
1604.59, 1993.82, 11.586, 0
1674.65, 1993.8, 11.5859, 0
1744.71, 1993.78, 11.5857, 0
1814.77, 1993.76, 11.5856, 0
1884.83, 1993.74, 11.5854, 0
1954.88, 1993.72, 11.5853, 0
2024.94, 1993.7, 11.5851, 0
27.9544, 1974.01, 11.5891, 0
98.039, 1973.99, 11.589, 0
168.123, 1973.97, 11.5888, 0
238.205, 1973.96, 11.5887, 0
308.286, 1973.94, 11.5885, 0
378.367, 1973.92, 11.5884, 0
448.446, 1973.9, 11.5883, 0
518.524, 1973.88, 11.5881, 0
588.601, 1973.86, 11.588, 0
658.676, 1973.84, 11.5878, 0
728.751, 1973.82, 11.5877, 0
798.825, 1973.81, 11.5875, 0
868.897, 1973.79, 11.5874, 0
938.968, 1973.77, 11.5873, 0
1009.04, 1973.75, 11.5871, 0
1079.11, 1973.73, 11.587, 0
1149.18, 1973.71, 11.5869, 0
1219.24, 1973.69, 11.5867, 0
1289.31, 1973.67, 11.5866, 0
1359.37, 1973.66, 11.5865, 0
1429.44, 1973.64, 11.5863, 0
1499.5, 1973.62, 11.5862, 0
1569.56, 1973.6, 11.586, 0
1639.62, 1973.58, 11.5859, 0
1709.68, 1973.56, 11.5858, 0
1779.74, 1973.54, 11.5856, 0
1849.79, 1973.52, 11.5855, 0
1919.85, 1973.51, 11.5853, 0
1989.9, 1973.49, 11.5852, 0
62.996, 1953.77, 11.589, 0
133.08, 1953.76, 11.5888, 0
203.163, 1953.74, 11.5887, 0
273.245, 1953.72, 11.5886, 0
343.325, 1953.7, 11.5884, 0
413.405, 1953.68, 11.5883, 0
483.483, 1953.66, 11.5882, 0
553.561, 1953.64, 11.588, 0
623.637, 1953.63, 11.5879, 0
693.712, 1953.61, 11.5877, 0
763.786, 1953.59, 11.5876, 0
833.859, 1953.57, 11.5875, 0
903.931, 1953.55, 11.5873, 0
974.001, 1953.53, 11.5872, 0
1044.07, 1953.51, 11.5871, 0
1114.14, 1953.49, 11.5869, 0
1184.21, 1953.48, 11.5868, 0
1254.27, 1953.46, 11.5866, 0
1324.34, 1953.44, 11.5865, 0
1394.4, 1953.42, 11.5863, 0
1464.46, 1953.4, 11.5862, 0
1534.53, 1953.38, 11.5861, 0
1604.59, 1953.36, 11.5859, 0
1674.65, 1953.35, 11.5858, 0
1744.71, 1953.33, 11.5856, 0
1814.76, 1953.31, 11.5855, 0
1884.82, 1953.29, 11.5854, 0
1954.87, 1953.27, 11.5852, 0
2024.93, 1953.25, 11.5851, 0
27.9527, 1933.55, 11.589, 0
98.0372, 1933.54, 11.5889, 0
168.12, 1933.52, 11.5888, 0
238.203, 1933.5, 11.5886, 0
308.284, 1933.48, 11.5885, 0
378.364, 1933.46, 11.5883, 0
448.443, 1933.44, 11.5882, 0
518.521, 1933.43, 11.5881, 0
588.597, 1933.41, 11.5879, 0
658.673, 1933.39, 11.5878, 0
728.747, 1933.37, 11.5877, 0
798.821, 1933.35, 11.5875, 0
868.893, 1933.33, 11.5873, 0
938.964, 1933.31, 11.5872, 0
1009.03, 1933.3, 11.5871, 0
1079.1, 1933.28, 11.5869, 0
1149.17, 1933.26, 11.5868, 0
1219.24, 1933.24, 11.5867, 0
1289.3, 1933.22, 11.5865, 0
1359.37, 1933.2, 11.5864, 0
1429.43, 1933.19, 11.5862, 0
1499.49, 1933.17, 11.5861, 0
1569.55, 1933.15, 11.586, 0
1639.61, 1933.13, 11.5859, 0
1709.67, 1933.11, 11.5857, 0
1779.73, 1933.09, 11.5856, 0
1849.79, 1933.07, 11.5854, 0
1919.84, 1933.06, 11.5853, 0
1989.9, 1933.04, 11.5851, 0
62.9942, 1913.32, 11.589, 0
133.078, 1913.3, 11.5888, 0
203.161, 1913.28, 11.5887, 0
273.242, 1913.26, 11.5885, 0
343.323, 1913.24, 11.5884, 0
413.402, 1913.23, 11.5883, 0
483.48, 1913.21, 11.5881, 0
553.558, 1913.19, 11.588, 0
623.634, 1913.17, 11.5879, 0
693.708, 1913.15, 11.5877, 0
763.782, 1913.13, 11.5876, 0
833.855, 1913.12, 11.5874, 0
903.926, 1913.1, 11.5873, 0
973.997, 1913.08, 11.5872, 0
1044.07, 1913.06, 11.587, 0
1114.13, 1913.04, 11.5869, 0
1184.2, 1913.02, 11.5867, 0
1254.27, 1913.01, 11.5866, 0
1324.33, 1912.99, 11.5865, 0
1394.4, 1912.97, 11.5863, 0
1464.46, 1912.95, 11.5862, 0
1534.52, 1912.93, 11.586, 0
1604.58, 1912.91, 11.5859, 0
1674.64, 1912.9, 11.5857, 0
1744.7, 1912.88, 11.5856, 0
1814.76, 1912.86, 11.5855, 0
1884.81, 1912.84, 11.5853, 0
1954.87, 1912.82, 11.5852, 0
2024.92, 1912.8, 11.5851, 0
27.9512, 1893.1, 11.589, 0
98.0354, 1893.08, 11.5889, 0
168.119, 1893.06, 11.5887, 0
238.201, 1893.04, 11.5886, 0
308.281, 1893.02, 11.5885, 0
378.361, 1893.01, 11.5883, 0
448.44, 1892.99, 11.5882, 0
518.518, 1892.97, 11.588, 0
588.594, 1892.95, 11.5879, 0
658.669, 1892.93, 11.5877, 0
728.744, 1892.92, 11.5876, 0
798.817, 1892.9, 11.5875, 0
868.889, 1892.88, 11.5873, 0
938.96, 1892.86, 11.5872, 0
1009.03, 1892.84, 11.587, 0
1079.1, 1892.83, 11.5869, 0
1149.17, 1892.81, 11.5868, 0
1219.23, 1892.79, 11.5866, 0
1289.3, 1892.77, 11.5865, 0
1359.36, 1892.75, 11.5863, 0
1429.42, 1892.73, 11.5862, 0
1499.49, 1892.72, 11.5861, 0
1569.55, 1892.7, 11.5859, 0
1639.61, 1892.68, 11.5858, 0
1709.67, 1892.66, 11.5856, 0
1779.72, 1892.64, 11.5855, 0
1849.78, 1892.63, 11.5854, 0
1919.84, 1892.61, 11.5853, 0
1989.89, 1892.59, 11.5851, 0
62.9925, 1872.86, 11.5889, 0
133.076, 1872.84, 11.5887, 0
203.159, 1872.82, 11.5886, 0
273.24, 1872.81, 11.5885, 0
343.32, 1872.79, 11.5883, 0
413.399, 1872.77, 11.5882, 0
483.477, 1872.75, 11.5881, 0
553.554, 1872.73, 11.5879, 0
623.63, 1872.72, 11.5878, 0
693.705, 1872.7, 11.5876, 0
763.778, 1872.68, 11.5875, 0
833.851, 1872.66, 11.5874, 0
903.922, 1872.64, 11.5872, 0
973.993, 1872.63, 11.5871, 0
1044.06, 1872.61, 11.587, 0
1114.13, 1872.59, 11.5868, 0
1184.2, 1872.57, 11.5867, 0
1254.26, 1872.55, 11.5865, 0
1324.33, 1872.54, 11.5864, 0
1394.39, 1872.52, 11.5862, 0
1464.45, 1872.5, 11.5861, 0
1534.51, 1872.48, 11.586, 0
1604.57, 1872.46, 11.5859, 0
1674.63, 1872.45, 11.5857, 0
1744.69, 1872.43, 11.5856, 0
1814.75, 1872.41, 11.5854, 0
1884.8, 1872.39, 11.5853, 0
1954.86, 1872.37, 11.5851, 0
2024.91, 1872.36, 11.585, 0
27.9495, 1852.64, 11.5889, 0
98.0336, 1852.62, 11.5888, 0
168.117, 1852.6, 11.5887, 0
238.198, 1852.59, 11.5885, 0
308.279, 1852.57, 11.5884, 0
378.359, 1852.55, 11.5883, 0
448.437, 1852.53, 11.5881, 0
518.515, 1852.52, 11.5879, 0
588.591, 1852.5, 11.5878, 0
658.666, 1852.48, 11.5877, 0
728.74, 1852.46, 11.5875, 0
798.813, 1852.44, 11.5874, 0
868.885, 1852.43, 11.5873, 0
938.955, 1852.41, 11.5871, 0
1009.02, 1852.39, 11.587, 0
1079.09, 1852.37, 11.5869, 0
1149.16, 1852.36, 11.5867, 0
1219.23, 1852.34, 11.5866, 0
1289.29, 1852.32, 11.5864, 0
1359.36, 1852.3, 11.5863, 0
1429.42, 1852.28, 11.5861, 0
1499.48, 1852.27, 11.586, 0
1569.54, 1852.25, 11.5859, 0
1639.6, 1852.23, 11.5857, 0
1709.66, 1852.21, 11.5856, 0
1779.72, 1852.2, 11.5855, 0
1849.77, 1852.18, 11.5853, 0
1919.83, 1852.16, 11.5852, 0
1989.88, 1852.14, 11.585, 0
62.9909, 1832.4, 11.5888, 0
133.074, 1832.39, 11.5887, 0
203.157, 1832.37, 11.5886, 0
273.238, 1832.35, 11.5884, 0
343.318, 1832.33, 11.5883, 0
413.397, 1832.31, 11.5881, 0
483.475, 1832.3, 11.588, 0
553.551, 1832.28, 11.5879, 0
623.627, 1832.26, 11.5877, 0
693.701, 1832.24, 11.5876, 0
763.775, 1832.23, 11.5874, 0
833.847, 1832.21, 11.5873, 0
903.918, 1832.19, 11.5872, 0
973.988, 1832.17, 11.587, 0
1044.06, 1832.16, 11.5869, 0
1114.12, 1832.14, 11.5868, 0
1184.19, 1832.12, 11.5866, 0
1254.26, 1832.1, 11.5865, 0
1324.32, 1832.09, 11.5863, 0
1394.38, 1832.07, 11.5862, 0
1464.45, 1832.05, 11.5861, 0
1534.51, 1832.03, 11.5859, 0
1604.57, 1832.01, 11.5858, 0
1674.63, 1832, 11.5857, 0
1744.69, 1831.98, 11.5855, 0
1814.74, 1831.96, 11.5853, 0
1884.8, 1831.94, 11.5852, 0
1954.85, 1831.93, 11.5851, 0
2024.91, 1831.91, 11.585, 0
27.9479, 1812.18, 11.5889, 0
98.0318, 1812.17, 11.5887, 0
168.115, 1812.15, 11.5886, 0
238.196, 1812.13, 11.5885, 0
308.277, 1812.11, 11.5883, 0
378.356, 1812.1, 11.5882, 0
448.434, 1812.08, 11.5881, 0
518.511, 1812.06, 11.5879, 0
588.588, 1812.04, 11.5878, 0
658.662, 1812.03, 11.5876, 0
728.736, 1812.01, 11.5875, 0
798.809, 1811.99, 11.5874, 0
868.881, 1811.97, 11.5872, 0
938.951, 1811.96, 11.5871, 0
1009.02, 1811.94, 11.5869, 0
1079.09, 1811.92, 11.5868, 0
1149.16, 1811.9, 11.5866, 0
1219.22, 1811.89, 11.5865, 0
1289.29, 1811.87, 11.5864, 0
1359.35, 1811.85, 11.5862, 0
1429.41, 1811.83, 11.5861, 0
1499.47, 1811.82, 11.586, 0
1569.54, 1811.8, 11.5858, 0
1639.59, 1811.78, 11.5857, 0
1709.65, 1811.76, 11.5855, 0
1779.71, 1811.75, 11.5854, 0
1849.77, 1811.73, 11.5853, 0
1919.82, 1811.71, 11.5852, 0
1989.88, 1811.69, 11.585, 0
62.9892, 1791.95, 11.5888, 0
133.072, 1791.93, 11.5887, 0
203.154, 1791.91, 11.5885, 0
273.235, 1791.89, 11.5884, 0
343.315, 1791.88, 11.5882, 0
413.394, 1791.86, 11.5881, 0
483.472, 1791.84, 11.5879, 0
553.548, 1791.83, 11.5878, 0
623.623, 1791.81, 11.5877, 0
693.698, 1791.79, 11.5875, 0
763.771, 1791.77, 11.5874, 0
833.843, 1791.76, 11.5873, 0
903.914, 1791.74, 11.5871, 0
973.984, 1791.72, 11.587, 0
1044.05, 1791.7, 11.5868, 0
1114.12, 1791.69, 11.5867, 0
1184.19, 1791.67, 11.5866, 0
1254.25, 1791.65, 11.5864, 0
1324.32, 1791.63, 11.5863, 0
1394.38, 1791.62, 11.5862, 0
1464.44, 1791.6, 11.586, 0
1534.5, 1791.58, 11.5859, 0
1604.56, 1791.57, 11.5857, 0
1674.62, 1791.55, 11.5856, 0
1744.68, 1791.53, 11.5855, 0
1814.73, 1791.51, 11.5853, 0
1884.79, 1791.5, 11.5852, 0
1954.84, 1791.48, 11.585, 0
2024.9, 1791.46, 11.5849, 0
27.9464, 1771.73, 11.5888, 0
98.03, 1771.71, 11.5887, 0
168.113, 1771.69, 11.5885, 0
238.194, 1771.68, 11.5884, 0
308.274, 1771.66, 11.5883, 0
378.353, 1771.64, 11.5881, 0
448.431, 1771.62, 11.588, 0
518.508, 1771.61, 11.5879, 0
588.584, 1771.59, 11.5877, 0
658.659, 1771.57, 11.5876, 0
728.733, 1771.56, 11.5874, 0
798.805, 1771.54, 11.5873, 0
868.877, 1771.52, 11.5872, 0
938.947, 1771.5, 11.587, 0
1009.02, 1771.49, 11.5869, 0
1079.08, 1771.47, 11.5868, 0
1149.15, 1771.45, 11.5866, 0
1219.22, 1771.43, 11.5865, 0
